Name,z,ObsID,mass,mass_e,mass_E,mass_f,NH,NH_low,NH_high,KT,KT_low,KT_high,Tau,Tau_low,Tau_high,Fe line,Fe EW (KeV),chi^2,dof,model,fl_obs_210,fl_obs_2040,fl_int_210,fl_int_2040,fl_refl_210,fl_refl_2040,lum210,lum2040,gamma,theta,yy,gTortosa,ratio_210,ratio_2040
ESO_141mG_055,0.036,60201042002,8.07,0,0,2,0.50542,0,0,102.098,61.2412,168.209,0.931645,0.541011,1.54035,6.15406,0.0785104,1369.24,1284,WA*COMPTT+PO+PEX,2.52535E-11,1.65054E-11,2.64007E-11,1.65084E-11,7.39328E-13,4.59071E-12,0.789471,0.494326,2.06413336977668,0.199800391389433,2.58769995372894,1.82147774624914,0.028004105951736,0.278083278815633
2MASXJ19301380p3410495,0.0629,60376001002,8.15,0,0,2,25.67,22.12,30.21,14.6732,11.6145,20.9502,7.93078,6.25759,9.35824,6.04118,0.141852,675.487,650,WA*COMPTT+PO+PEX,2.62153E-12,7.65967E-12,4.72922E-12,7.70845E-12,7.82832E-13,2.49097E-12,0.431493,0.725915,1.13256399071189,0.028714677103718,9.06961919438898,1.37843074382997,0.16553089092916,0.32314797397661
2MASSJ19334715p3254259,0.0578,60160714002,7.88,0,0,2,1.45176,0,0,69.846,31.488,137.403,1.03619,0.129598,2.19956,6.5694,0.0744901,446.001,447,WA*COMPTT+GA+PEX,1.46179E-11,9.51618E-12,1.66654E-11,9.51985E-12,8.03553E-13,4.59387E-12,1.33613,0.761506,2.21302075514935,0.136684931506849,1.78424943426214,1.97835171165478,0.048216844480181,0.48255697306155
IGRJ19378m0617,0.0103,60101003002,6.56,0,0,2,3.17869,0,0,26.3968,19.3486,40.2718,1.85043,1.21874,2.47035,6.79949,0.126968,929.524,927,WA*COMPTT+GA+PEX,2.18405E-11,7.96015E-12,2.98841E-11,7.96695E-12,8.52885E-13,4.0511E-12,0.0709053,0.018892,2.04758559582483,0.051657142857143,1.31506439266841,2.11714131495876,0.028539758600728,0.50848819184255
2MASXJ19380437m5109497,0.04,60160716002,7.23,0,0,2,1.31886,0,0,18.4939,,,4.31,3.89,4.76,6.13627,0.0964973,372.077,437,WA*COMPTT+GA+PEX,7.85831E-12,5.13821E-12,8.79443E-12,5.14067E-12,2.56067E-13,1.42684E-12,0.326714,0.191771,1.33455059518876,0.036191585127202,3.79276765672584,1.67311416529895,0.029116952434666,0.277559150849986
NGC6814,0.0052,60201028002,7.04,0.06,0.06,1,1.14393,0,0,84.0195,55.5737,138.847,1.31052,0.801542,1.9367,6.4027,0.105074,1698.41,1691,WA*COMPTT+PO+PEX,3.28154E-11,2.46182E-11,3.60513E-11,2.46291E-11,8.2384E-13,5.20102E-12,0.0215033,0.014696,1.71493083977468,0.164421722113503,3.30122459177796,1.72552553717413,0.022851880514711,0.211173774112737
2MASXJ20350566p2603301,0.048,60160741002,7.08,0,0,2,2.09495,0,0,15.2172,,,5.65,4.57,6.16,0,0,153.145,151,WA*COMPTT+GA+PEX,3.27256E-12,2.81318E-12,3.84485E-12,2.81547E-12,9.76202E-14,5.97436E-13,0.206672,0.151917,1.24325898451236,0.029779256360078,5.00863559673858,1.57285725588982,0.025389859162256,0.212197608214614
4C74d26,0.104,60001080006,9.6,0,0,2,1.21248,0,0,32.7128,26.1999,42.373,2.82551,2.24035,3.41258,6.07,0.0696931,1313.57,1327,WA*COMPTT+GA+PEX,2.7714E-11,1.85701E-11,3.06868E-11,1.85784E-11,1.14048E-12,5.0293E-12,8.36582,5.16864,1.42807549720914,0.064017221135029,3.47661386037791,1.70578985675614,0.037165165478317,0.270706842354562
Mrk509,0.0344,60101043002,8.05,0.04,0.03,1,0.459173,0,0,21.9657,19.755,24.9779,4.23632,3.85194,4.57973,6.24623,0.0683092,1929.67,1809,WA*COMPTT+GA+PEX,4.58533E-11,3.00571E-11,4.76624E-11,3.00629E-11,9.76193E-13,4.11932E-12,1.29426,0.82222,1.29505122927346,0.042985714285714,4.46997930726242,1.61313302330872,0.020481406727316,0.137023374325165
S52116p81,0.084,60061303002,8.9,0,0,2,0.818717,0,0,67.539,,,1.61,1.44,1.8,6.18013,0.0996195,512.052,540,WA*COMPTT+GA+PEX,1.32991E-11,8.94799E-12,1.4263E-11,8.95107E-12,1.98873E-13,1.27287E-12,2.47031,1.55262,1.60692936191032,0.132170254403131,3.39607265892022,1.71469797566428,0.013943279814906,0.142203110912997
2MASXJ21192912p3332566,0.0507,60061358002,8.37,0,0,2,2.42619,0,0,18.12,,,3.94,3.59,4.32,6.14253,0.0677262,427.022,458,WA*COMPTT+GA+PEX,8.56763E-12,5.33447E-12,1.05027E-11,5.33912E-12,2.99443E-13,1.57755E-12,0.638948,0.326582,1.40065366719601,0.03545988258317,3.1522853920345,1.74331892554838,0.028511049539642,0.295470040006593
IGRJ21247p5058,0.02,60061305002,7.63,0,0,2,4.94829,0,0,39.0157,30.9728,50.1475,2.91473,2.33496,3.54389,6.35897,0.0172426,1277.39,1244,WA*COMPTT+GA+PEX,6.94187E-11,6.31914E-11,9.72581E-11,6.33375E-11,6.49987E-13,3.44445E-12,0.875114,0.571471,1.34559880923551,0.076351663405088,4.54908929073979,1.60685645686047,0.006683114311302,0.054382474837182
3C445,0.0562,60160788002,7.99,0,0,2,12.7637,9.93,13.36,19.0985,14.6242,28.7991,5.76718,4.2546,7.02973,6.11243,0.111919,436.875,444,WA*COMPTT+GA+PEX,5.25322E-12,1.00372E-11,9.12993E-12,1.00829E-11,6.89646E-13,2.60561E-12,0.67063,0.752468,1.1891806738291,0.037374755381605,6.70684378590258,1.47404862163455,0.075536833250638,0.258418708903192
MCGp01m57m016,0.025,60061343002,7.61,0,0,2,4.10486,0,0,23.7986,,,3.09,2.58,3.51,6.22557,0.0412448,276.764,271,WA*COMPTT+GA+PEX,3.68753E-12,3.49178E-12,5.0356E-12,3.4952E-12,3.12456E-13,1.8682E-12,0.0716431,0.0496735,1.48408835453292,0.046572602739726,2.79295094651762,1.79084227768237,0.06204940821352,0.534504463263905
MR2251m178,0.064,60102025008,8.44,0,0,2,1.63343,0,0,64.8,31.4647,126.788,1.65223,0.841475,3.2551,6.21706,0.0245148,893.495,959,WA*COMPTT+GA+PEX,4.7895E-11,3.09688E-11,5.48389E-11,3.09925E-11,3.12201E-13,1.74613E-12,5.37116,3.06052,1.60155590011963,0.126810176125245,3.35025911833529,1.71988112254601,0.005693057300566,0.056340404936678
NGC7469,0.0163,60101001002,6.96,0.05,0.05,1,1.8229,0,0,91.0863,55.6903,179.443,0.869377,0.384545,1.43752,6.27159,0.115262,780.794,790,WA*COMPTT+GA+PEX,3.03811E-11,1.94022E-11,3.55982E-11,1.94138E-11,1.08516E-12,6.82799E-12,0.21255,0.115878,2.29587055780781,0.178251076320939,1.98497777339302,1.93203325005921,0.030483563775697,0.35170806333639
MRK_926,0.0469,60201029002,8.55,0,0,2,9.08282E-08,0,0,39.2,30.2221,85.6838,2.94259,1.44376,3.62696,6.10586,0.0585735,1744.85,1687,WA*COMPTT+PO+PEX,5.58611E-11,3.58243E-11,5.58121E-11,3.58241E-11,1.8512E-13,9.45324E-13,2.85919,1.84655,1.33823580272192,0.076712328767123,4.65223927727029,1.59887007833871,0.003316843480177,0.02638793437937
